accuracy,learning_rate,weight_decay,dropout,time
0.9777914867365823,0.002436480254538437,0.00038149522174769695,0.3825048389178911,457.2359574000002
0.9790252930289944,0.003395556834718926,0.0005344524900590771,0.5667736615249082,469.48977499999455
0.9747069710055521,0.001044219435430968,0.00023738072251235938,0.4444715149330781,457.91623499999696
0.9765576804441702,0.004681322047362915,0.0009739660336599924,0.5003737696662036,456.82342210000206
0.9765576804441702,0.004534065002731501,0.0005276399935962892,0.3298858639625849,449.7405174000014
0.9759407772979642,0.0014539932164959668,0.0008085531182989608,0.3329935970148964,447.7023282000009
0.9771745835903763,0.0006339301070738979,0.0003619911361326307,0.5500841421171767,447.9828104999906
0.9747069710055521,0.00370399199475299,0.0007458498340516066,0.27006752230268904,447.37045610000496
0.9753238741517581,0.0019418046647975758,0.0009590735739513692,0.11331005234854843,447.8169446999964
0.9784083898827884,0.003408590840992851,0.0004657735088707712,0.5300935679055141,469.73442170000635
0.9777914867365823,0.0017790584173175516,0.0005306013716774859,0.5347732073997689,474.7608520999929
0.9784083898827884,0.0018739969432526372,0.00032393683420554105,0.41848236917793535,475.020431500001
0.9765576804441702,0.002870252915020912,0.0006965203604753679,0.20395218636889026,475.0539370000042
0.9759407772979642,0.00030789984725811343,0.000574666184852859,0.325764497703239,479.7043469000055
0.9777914867365823,0.004439820760819323,0.0002684783076016415,0.31908530082839226,469.8191583000007
0.9765576804441702,0.002333173257155666,0.0006233795010300148,0.5930280690326502,462.80815120000625
0.9790252930289944,0.003162598391262743,7.504317766264217e-05,0.15160130692238596,470.94086979998974
0.9759407772979642,0.003394977377233921,0.0007281692865086278,0.3981303914433305,471.2806871999928
0.9784083898827884,0.0026398003290520372,0.00031292178295175787,0.45266892208118126,461.96944039998925
0.9765576804441702,0.00265247381971198,0.0005388865017221612,0.2001855450712259,452.3956094000023
0.9771745835903763,0.003454534079691944,0.0007730158432823396,0.31992475449663393,454.5854876000085
0.9753238741517581,0.004596914382724578,0.0008067008547162591,0.43636536405482107,460.75140200000897
0.9771745835903763,0.0033287510997376036,0.0006926892541432443,0.520154163681431,453.41187529999297
0.9771745835903763,0.004065446962592218,0.0009153961916945746,0.5778058284362015,479.65309939999133
0.9784083898827884,0.00025796478492481857,0.0009455362674514891,0.24379223461733815,478.31150509999134
0.974090067859346,0.0003947494688063707,0.0003059245713764796,0.49709566778704883,478.9112526999961
0.9777914867365823,0.004178074250478262,0.0008685284903099084,0.244997767812595,486.6482182000036
0.972239358420728,0.00015099079865146757,7.410099044755035e-05,0.5333827025481648,477.82721099999617
0.9784083898827884,0.0027857768927594625,0.0007877274062757926,0.4965786773220089,466.23609370000486
0.9790252930289944,0.003323679415116285,0.0009359473144833151,0.4081206037575338,463.1917592999962
0.9765576804441702,0.00017023554345829388,0.0008697530567432801,0.5498936957725145,460.48353979999956
0.9784083898827884,0.004966800157533671,0.00023093353418961342,0.36364359050702055,461.56382130000566
0.9771745835903763,0.0021599386310760774,0.0005690403298532321,0.3181477835785874,461.6819561000011
0.97347316471314,0.0038948390864679866,0.0007059033700404764,0.41584267232713756,460.07703420000325
0.9784083898827884,0.002267366054164397,0.0006842778461392066,0.36960991848056457,455.9816864000022
0.9802590993214065,0.0017512310507662872,0.0006973375847128088,0.47135314519120297,455.2357708999916
0.9802590993214065,0.0023374640967862097,0.0009891039781643792,0.516817257947443,457.31654179999896
0.9790252930289944,0.002583996539666749,0.00010749245728235317,0.42046613107010367,455.84979329998896
0.9728562615669339,0.004605748178708155,0.00024152830820832306,0.2446332669988246,457.1535453999968
0.9790252930289944,0.002941047122283128,0.0003869022084796427,0.377952284207717,458.6941235999984
0.9802590993214065,0.0031917655922961527,0.0005709744794219245,0.4609636959573514,480.86686780001037
0.9784083898827884,0.0010132853247393505,1.1482407256139863e-05,0.4607211417975159,488.2583062000049
0.9777914867365823,0.002331366267045947,0.0005227550846691351,0.3603490481450684,478.18286480000825
0.9790252930289944,0.0037093752020351677,0.0006716795412719624,0.23413541077702596,472.28572830000485
0.9790252930289944,0.002907326377116114,0.00028055943451830436,0.24675579381263016,491.16250439999567
0.9790252930289944,0.0014569613551538717,0.00039512852674478745,0.2859618956169241,481.4042749999935
0.9808760024676126,0.003134621711988863,0.0002606683474969785,0.4503032163117452,469.9897731999954
0.9827267119062307,0.004174003510706967,0.0009743301033360753,0.21222920791578329,476.6241588999983
0.9765576804441702,0.0013533534262072538,0.0003935614775514162,0.3658005183217856,469.1201003999886
0.9716224552745218,0.00025809088898329875,0.00011962415154741861,0.10921010356488517,473.9391867999948
0.9771745835903763,0.0032384236174515086,0.0009590786499639874,0.4637820817086206,476.0929100999929
0.9771745835903763,0.001451086723252479,0.000578431273135463,0.5295273854086774,497.7593679999991
0.9784083898827884,0.0037321903415775755,0.0008718694851029273,0.13767033627598727,466.38181389999227
0.9771745835903763,0.0025487937801481017,0.00036463614891270475,0.518061746344822,468.6207609999983
0.9796421961752005,0.0024240571894690974,0.0008183249048472279,0.27890623348778937,470.76882179999666
0.9784083898827884,0.0039157773437612725,0.0005275868402499327,0.41279536214062307,468.649699600006
0.9777914867365823,0.0038088721032006373,0.000651316962721439,0.15222763880671566,470.23141359999136
0.9759407772979642,0.003990593278048475,0.000126416842439824,0.3394991599414871,464.8147464000067
0.9765576804441702,0.002177068071642097,9.776112392221678e-05,0.44581514250701537,452.87796310000704
0.9814929056138186,0.000650787240546864,0.0006779068455085153,0.24416753771327548,454.24193789999117
0.974090067859346,0.00449435340006916,0.00014718555697768105,0.4910171907379849,453.78819510000176
0.9759407772979642,0.0003487045001327551,0.0006632744043168873,0.1341452730695596,483.4048038000037
0.9821098087600246,0.0011941196359066242,0.0007233874347635777,0.3513956233418908,492.17995289999817
0.9716224552745218,0.0002067522882715348,0.00038205619644889673,0.5269834909980068,491.1365569999907
0.9784083898827884,0.0017326261114369835,0.0005828041739277991,0.20099367029724516,491.0998702999932
0.9747069710055521,0.002161985160411993,0.0009977462119399214,0.39454886410298556,477.2832824999932
0.9784083898827884,0.002256131846452307,0.0008073074657999408,0.13243589312265425,485.60531020000053
0.9747069710055521,0.003988753460714837,0.00034630501690980536,0.5419666801874273,458.23509360000025
0.9777914867365823,0.0016695365353253827,0.00022213503363644228,0.4592242174143163,455.7077697999921
0.9771745835903763,0.004953185706182858,0.00048587006670649114,0.5407602284432607,455.5518271000037
0.9765576804441702,0.0022041264186237817,3.967142024690183e-05,0.12695911907494534,455.9243318000081
0.9759407772979642,0.004481717409559602,0.0007371881752015862,0.15374989153734608,456.1705944999994
0.9814929056138186,0.0021097404047407185,0.0002975072027758804,0.43624325710666945,455.784519199995
0.9771745835903763,0.0014844687758121555,5.780109965571639e-05,0.20870144848758498,457.91141630000493
0.9765576804441702,0.003912441761838096,0.0006383250242303961,0.3998833486980638,458.08331469999393
0.9747069710055521,0.0030679241934298946,6.165058611016386e-05,0.3816044242926441,457.68716349999886
0.9790252930289944,0.002350168097188281,0.0002275236861720074,0.20122686827636208,458.1194028000027
0.9771745835903763,0.0028265707148203444,0.0002753634390303116,0.43212437680937954,458.3371558999934
0.9759407772979642,0.0029667246735566506,0.0005312612943868536,0.2091214239993959,457.9111571999965
0.9771745835903763,0.004748574182567277,0.000451504092525074,0.2053980418819813,459.12362779999967
0.974090067859346,0.003084772953357738,6.574893029733298e-05,0.3378417579516465,457.8869081999874
